name,timestamp,value,device,endpoint,id,instance,job,metrics_path,node,service
container_fs_usage_bytes,"[1650371402.028, '65093128192']","[1650371432.028, '65105334272']","[1650371462.028, '65106210816']","[1650371492.028, '65106997248']","[1650371522.028, '65107722240']","[1650371552.028, '65108942848']","[1650371582.028, '65109680128']","[1650371612.028, '65110425600']","[1650371642.028, '65111433216']","[1650371672.028, '65112244224']","[1650371702.028, '65113022464']","[1650371732.028, '65113800704']","[1650371762.028, '65114570752']","[1650371792.028, '65115619328']","[1650371822.028, '65116393472']","[1650371852.028, '65117171712']","[1650371882.028, '65117929472']","[1650371912.028, '65119100928']","[1650371942.028, '65120174080']","[1650371972.028, '65121005568']","[1650372002.028, '65121599488']","[1650372032.028, '65122418688']","[1650372062.028, '65123241984']","[1650372092.028, '65124052992']","[1650372122.028, '65124872192']","[1650372152.028, '65125687296']","[1650372182.028, '65126498304']","[1650372212.028, '65128345600']","[1650372242.028, '65129041920']","[1650372272.028, '65130102784']","[1650372302.028, '65130893312']","[1650372332.028, '65131634688']","[1650372362.028, '65132580864']","[1650372392.028, '65133412352']","[1650372422.028, '65134235648']","[1650372452.028, '65135042560']","[1650372482.028, '65135742976']","[1650372512.028, '65136910336']","[1650372542.028, '65137696768']","[1650372572.028, '65138520064']","[1650372602.028, '65139204096']","[1650372632.028, '65139994624']","[1650372662.028, '65140723712']","[1650372692.028, '65141772288']","[1650372722.028, '65142595584']","[1650372752.028, '65143300096']","[1650372782.028, '65144016896']","[1650372812.028, '65144807424']","[1650372842.028, '65145581568']","[1650372872.028, '65146359808']","[1650372902.028, '65147133952']","[1650372932.028, '65147912192']","[1650372962.028, '65148952576']","[1650372992.028, '65149792256']","[1650373022.028, '65150615552']","[1650373052.028, '65151430656']","[1650373082.028, '65152249856']","[1650373112.028, '65153073152']","[1650373142.03, '65153900544']","[1650373172.028, '65154707456']","[1650373202.028, '65155522560']","[1650373232.028, '65156329472']","[1650373262.028, '65157439488']","[1650373292.028, '65158295552']","[1650373322.028, '65159143424']","[1650373352.028, '65160011776']","[1650373382.028, '65160871936']","[1650373412.028, '65161715712']","[1650373442.028, '65162567680']","[1650373472.028, '65163419648']","[1650373502.028, '65164271616']","[1650373532.028, '65164967936']","[1650373562.028, '65165824000']","[1650373592.028, '65166684160']","[1650373622.028, '65167519744']","[1650373652.028, '65168470016']","[1650373682.028, '65169326080']","[1650373712.028, '65170288640']","[1650373742.028, '65171165184']","[1650373772.028, '65172013056']","[1650373802.028, '65172877312']","[1650373832.028, '65173741568']","[1650373862.03, '65174597632']","[1650373892.028, '65175465984']","[1650373922.028, '65176334336']","[1650373952.028, '65177198592']","[1650373982.028, '65178157056']","[1650374012.028, '65179021312']","[1650374042.028, '65179910144']","[1650374072.028, '65180794880']","[1650374102.028, '65181634560']","[1650374132.028, '65182466048']","[1650374162.028, '65183309824']","[1650374192.028, '65184153600']","[1650374222.028, '65184993280']","[1650374252.028, '65185845248']","[1650374282.028, '65186680832']","[1650374312.028, '65187532800']","[1650374342.028, '65188372480']","[1650374372.028, '65189273600']","[1650374402.028, '65190100992']","[1650374432.028, '65190969344']","[1650374462.028, '65191776256']","[1650374492.028, '65192607744']","[1650374522.028, '65193443328']","[1650374552.028, '65194283008']","[1650374582.028, '65195089920']","[1650374612.028, '65195925504']","[1650374642.028, '65196728320']","[1650374672.028, '65197617152']","[1650374702.028, '65198440448']","[1650374732.028, '65199276032']","[1650374762.028, '65200095232']","[1650374792.028, '65200914432']","[1650374822.028, '65201709056']","[1650374852.028, '65202495488']","[1650374882.028, '65203347456']","[1650374912.028, '65204162560']","[1650374942.031, '65204985856']","[1650374972.028, '65205583872']","[1650375002.028, '65206341632']","[1650375032.028, '65207123968']","[1650375062.028, '65207934976']","[1650375092.028, '65208750080']","[1650375122.028, '65209495552']","[1650375152.028, '65210241024']","[1650375182.028, '65211084800']","[1650375212.028, '65211830272']","[1650375242.028, '65212600320']","[1650375272.028, '65213333504']","[1650375302.028, '65214160896']","[1650375332.028, '65214902272']","[1650375362.028, '65215721472']","[1650375392.03, '65216491520']","[1650375422.028, '65217196032']","[1650375452.028, '65218035712']","[1650375482.028, '65218732032']","[1650375512.028, '65219624960']","[1650375542.028, '65220362240']","[1650375572.028, '65221181440']","[1650375602.028, '65221890048']","[1650375632.028, '65222627328']","[1650375662.028, '65223401472']","[1650375692.028, '65224151040']","[1650375722.028, '65224966144']","[1650375752.028, '65225674752']","[1650375782.028, '65226493952']","[1650375812.028, '65227280384']","[1650375842.028, '65228050432']","[1650375872.028, '65228804096']","[1650375902.028, '65229701120']","[1650375932.028, '65230503936']","[1650375962.028, '65231212544']","[1650375992.028, '65231953920']","[1650376022.028, '65232728064']","[1650376052.028, '65233600512']","[1650376082.028, '65234411520']","[1650376112.028, '65235226624']","[1650376142.028, '65236037632']","[1650376172.028, '65236750336']","[1650376202.028, '65237532672']","[1650376232.028, '65238319104']","[1650376262.028, '65239203840']","[1650376292.028, '65240006656']","[1650376322.028, '65240748032']","[1650376352.028, '65241485312']","[1650376382.028, '65242173440']","[1650376412.028, '65242914816']","[1650376442.028, '65243660288']","[1650376472.028, '65244532736']","[1650376502.028, '65245106176']","[1650376532.028, '65245863936']","[1650376562.028, '65246638080']","[1650376592.028, '65247420416']","[1650376622.028, '65248202752']","[1650376652.028, '65249075200']","[1650376682.028, '65249902592']","[1650376712.028, '65250828288']","[1650376742.028, '65251700736']","[1650376772.028, '65252585472']","[1650376802.028, '65253433344']","[1650376832.028, '65271083008']","[1650376862.028, '65280339968']","[1650376892.028, '65281212416']","[1650376922.028, '65282060288']","[1650376952.028, '65282928640']","[1650376982.028, '65283784704']","[1650377012.028, '65284771840']","[1650377042.028, '65285660672']","[1650377072.028, '65286529024']","[1650377102.028, '65287397376']","[1650377132.028, '65288257536']","[1650377162.028, '65289093120']","[1650377192.028, '65290014720']","[1650377222.028, '65290891264']","[1650377252.028, '65291751424']","[1650377282.028, '65292046336']","[1650377312.028, '65292804096']","[1650377342.028, '65293402112']","[1650377372.028, '65294131200']","[1650377402.028, '65294880768']","[1650377432.028, '65295634432']","[1650377462.028, '65296367616']","[1650377492.028, '65349926912']",/dev/root,https-metrics,/,10.1.0.199:10250,kubelet,/metrics/cadvisor,fv-az137-517,kubelet
container_fs_usage_bytes,"[1650371402.028, '4336943104']","[1650371432.028, '4336943104']","[1650371462.028, '4336943104']","[1650371492.028, '4336943104']","[1650371522.028, '4336943104']","[1650371552.028, '4336943104']","[1650371582.028, '4336943104']","[1650371612.028, '4336943104']","[1650371642.028, '4336943104']","[1650371672.028, '4336943104']","[1650371702.028, '4336943104']","[1650371732.028, '4336943104']","[1650371762.028, '4336943104']","[1650371792.028, '4336943104']","[1650371822.028, '4336943104']","[1650371852.028, '4336943104']","[1650371882.028, '4336943104']","[1650371912.028, '4336943104']","[1650371942.028, '4336943104']","[1650371972.028, '4336943104']","[1650372002.028, '4336943104']","[1650372032.028, '4336943104']","[1650372062.028, '4336943104']","[1650372092.028, '4336943104']","[1650372122.028, '4336943104']","[1650372152.028, '4336943104']","[1650372182.028, '4336943104']","[1650372212.028, '4336943104']","[1650372242.028, '4336943104']","[1650372272.028, '4336943104']","[1650372302.028, '4336943104']","[1650372332.028, '4336943104']","[1650372362.028, '4336943104']","[1650372392.028, '4336943104']","[1650372422.028, '4336943104']","[1650372452.028, '4336943104']","[1650372482.028, '4336943104']","[1650372512.028, '4336943104']","[1650372542.028, '4336943104']","[1650372572.028, '4336943104']","[1650372602.028, '4336943104']","[1650372632.028, '4336943104']","[1650372662.028, '4336943104']","[1650372692.028, '4336943104']","[1650372722.028, '4336943104']","[1650372752.028, '4336943104']","[1650372782.028, '4336943104']","[1650372812.028, '4336943104']","[1650372842.028, '4336943104']","[1650372872.028, '4336943104']","[1650372902.028, '4336943104']","[1650372932.028, '4336943104']","[1650372962.028, '4336943104']","[1650372992.028, '4336943104']","[1650373022.028, '4336943104']","[1650373052.028, '4336943104']","[1650373082.028, '4336943104']","[1650373112.028, '4336943104']","[1650373142.03, '4336943104']","[1650373172.028, '4336943104']","[1650373202.028, '4336943104']","[1650373232.028, '4336943104']","[1650373262.028, '4336943104']","[1650373292.028, '4336943104']","[1650373322.028, '4336943104']","[1650373352.028, '4336943104']","[1650373382.028, '4336943104']","[1650373412.028, '4336943104']","[1650373442.028, '4336943104']","[1650373472.028, '4336943104']","[1650373502.028, '4336943104']","[1650373532.028, '4336943104']","[1650373562.028, '4336943104']","[1650373592.028, '4336943104']","[1650373622.028, '4336943104']","[1650373652.028, '4336943104']","[1650373682.028, '4336943104']","[1650373712.028, '4336943104']","[1650373742.028, '4336943104']","[1650373772.028, '4336943104']","[1650373802.028, '4336943104']","[1650373832.028, '4336943104']","[1650373862.03, '4336943104']","[1650373892.028, '4336943104']","[1650373922.028, '4336943104']","[1650373952.028, '4336943104']","[1650373982.028, '4336943104']","[1650374012.028, '4336943104']","[1650374042.028, '4336943104']","[1650374072.028, '4336943104']","[1650374102.028, '4336943104']","[1650374132.028, '4336943104']","[1650374162.028, '4336943104']","[1650374192.028, '4336943104']","[1650374222.028, '4336943104']","[1650374252.028, '4336943104']","[1650374282.028, '4336943104']","[1650374312.028, '4336943104']","[1650374342.028, '4336943104']","[1650374372.028, '4336943104']","[1650374402.028, '4336943104']","[1650374432.028, '4336943104']","[1650374462.028, '4336943104']","[1650374492.028, '4336943104']","[1650374522.028, '4336943104']","[1650374552.028, '4336943104']","[1650374582.028, '4336943104']","[1650374612.028, '4336943104']","[1650374642.028, '4336943104']","[1650374672.028, '4336943104']","[1650374702.028, '4336943104']","[1650374732.028, '4336943104']","[1650374762.028, '4336943104']","[1650374792.028, '4336943104']","[1650374822.028, '4336943104']","[1650374852.028, '4336943104']","[1650374882.028, '4336943104']","[1650374912.028, '4336943104']","[1650374942.031, '4336943104']","[1650374972.028, '4336943104']","[1650375002.028, '4336943104']","[1650375032.028, '4336943104']","[1650375062.028, '4336943104']","[1650375092.028, '4336943104']","[1650375122.028, '4336943104']","[1650375152.028, '4336943104']","[1650375182.028, '4336943104']","[1650375212.028, '4336943104']","[1650375242.028, '4336943104']","[1650375272.028, '4336943104']","[1650375302.028, '4336943104']","[1650375332.028, '4336943104']","[1650375362.028, '4336943104']","[1650375392.03, '4336943104']","[1650375422.028, '4336943104']","[1650375452.028, '4336943104']","[1650375482.028, '4336943104']","[1650375512.028, '4336943104']","[1650375542.028, '4336943104']","[1650375572.028, '4336943104']","[1650375602.028, '4336943104']","[1650375632.028, '4336943104']","[1650375662.028, '4336943104']","[1650375692.028, '4336943104']","[1650375722.028, '4336943104']","[1650375752.028, '4336943104']","[1650375782.028, '4336943104']","[1650375812.028, '4336943104']","[1650375842.028, '4336943104']","[1650375872.028, '4336943104']","[1650375902.028, '4336943104']","[1650375932.028, '4336943104']","[1650375962.028, '4336943104']","[1650375992.028, '4336943104']","[1650376022.028, '4336943104']","[1650376052.028, '4336943104']","[1650376082.028, '4336943104']","[1650376112.028, '4336943104']","[1650376142.028, '4336943104']","[1650376172.028, '4336943104']","[1650376202.028, '4336943104']","[1650376232.028, '4336943104']","[1650376262.028, '4336943104']","[1650376292.028, '4336943104']","[1650376322.028, '4336943104']","[1650376352.028, '4336943104']","[1650376382.028, '4336943104']","[1650376412.028, '4336943104']","[1650376442.028, '4336943104']","[1650376472.028, '4336943104']","[1650376502.028, '4336943104']","[1650376532.028, '4336943104']","[1650376562.028, '4336943104']","[1650376592.028, '4336943104']","[1650376622.028, '4336943104']","[1650376652.028, '4336943104']","[1650376682.028, '4336943104']","[1650376712.028, '4336943104']","[1650376742.028, '4336943104']","[1650376772.028, '4336943104']","[1650376802.028, '4336943104']","[1650376832.028, '4336943104']","[1650376862.028, '4336943104']","[1650376892.028, '4336943104']","[1650376922.028, '4336943104']","[1650376952.028, '4336943104']","[1650376982.028, '4336943104']","[1650377012.028, '4336943104']","[1650377042.028, '4336943104']","[1650377072.028, '4336943104']","[1650377102.028, '4336943104']","[1650377132.028, '4336943104']","[1650377162.028, '4336943104']","[1650377192.028, '4336943104']","[1650377222.028, '4336943104']","[1650377252.028, '4336943104']","[1650377282.028, '4336943104']","[1650377312.028, '4336943104']","[1650377342.028, '4336943104']","[1650377372.028, '4336943104']","[1650377402.028, '4336943104']","[1650377432.028, '4336943104']","[1650377462.028, '4336943104']","[1650377492.028, '4336943104']",/dev/sda1,https-metrics,/,10.1.0.199:10250,kubelet,/metrics/cadvisor,fv-az137-517,kubelet
container_fs_usage_bytes,"[1650371402.028, '4096']","[1650371432.028, '4096']","[1650371462.028, '4096']","[1650371492.028, '4096']","[1650371522.028, '4096']","[1650371552.028, '4096']","[1650371582.028, '4096']","[1650371612.028, '4096']","[1650371642.028, '4096']","[1650371672.028, '4096']","[1650371702.028, '4096']","[1650371732.028, '4096']","[1650371762.028, '4096']","[1650371792.028, '4096']","[1650371822.028, '4096']","[1650371852.028, '4096']","[1650371882.028, '4096']","[1650371912.028, '4096']","[1650371942.028, '4096']","[1650371972.028, '4096']","[1650372002.028, '4096']","[1650372032.028, '4096']","[1650372062.028, '4096']","[1650372092.028, '4096']","[1650372122.028, '4096']","[1650372152.028, '4096']","[1650372182.028, '4096']","[1650372212.028, '4096']","[1650372242.028, '4096']","[1650372272.028, '4096']","[1650372302.028, '4096']","[1650372332.028, '4096']","[1650372362.028, '4096']","[1650372392.028, '4096']","[1650372422.028, '4096']","[1650372452.028, '4096']","[1650372482.028, '4096']","[1650372512.028, '4096']","[1650372542.028, '4096']","[1650372572.028, '4096']","[1650372602.028, '4096']","[1650372632.028, '4096']","[1650372662.028, '4096']","[1650372692.028, '4096']","[1650372722.028, '4096']","[1650372752.028, '4096']","[1650372782.028, '4096']","[1650372812.028, '4096']","[1650372842.028, '4096']","[1650372872.028, '4096']","[1650372902.028, '4096']","[1650372932.028, '4096']","[1650372962.028, '4096']","[1650372992.028, '4096']","[1650373022.028, '4096']","[1650373052.028, '4096']","[1650373082.028, '4096']","[1650373112.028, '4096']","[1650373142.03, '4096']","[1650373172.028, '4096']","[1650373202.028, '4096']","[1650373232.028, '4096']","[1650373262.028, '4096']","[1650373292.028, '4096']","[1650373322.028, '4096']","[1650373352.028, '4096']","[1650373382.028, '4096']","[1650373412.028, '4096']","[1650373442.028, '4096']","[1650373472.028, '4096']","[1650373502.028, '4096']","[1650373532.028, '4096']","[1650373562.028, '4096']","[1650373592.028, '4096']","[1650373622.028, '4096']","[1650373652.028, '4096']","[1650373682.028, '4096']","[1650373712.028, '4096']","[1650373742.028, '4096']","[1650373772.028, '4096']","[1650373802.028, '4096']","[1650373832.028, '4096']","[1650373862.03, '4096']","[1650373892.028, '4096']","[1650373922.028, '4096']","[1650373952.028, '4096']","[1650373982.028, '4096']","[1650374012.028, '4096']","[1650374042.028, '4096']","[1650374072.028, '4096']","[1650374102.028, '4096']","[1650374132.028, '4096']","[1650374162.028, '4096']","[1650374192.028, '4096']","[1650374222.028, '4096']","[1650374252.028, '4096']","[1650374282.028, '4096']","[1650374312.028, '4096']","[1650374342.028, '4096']","[1650374372.028, '4096']","[1650374402.028, '4096']","[1650374432.028, '4096']","[1650374462.028, '4096']","[1650374492.028, '4096']","[1650374522.028, '4096']","[1650374552.028, '4096']","[1650374582.028, '4096']","[1650374612.028, '4096']","[1650374642.028, '4096']","[1650374672.028, '4096']","[1650374702.028, '4096']","[1650374732.028, '4096']","[1650374762.028, '4096']","[1650374792.028, '4096']","[1650374822.028, '4096']","[1650374852.028, '4096']","[1650374882.028, '4096']","[1650374912.028, '4096']","[1650374942.031, '4096']","[1650374972.028, '4096']","[1650375002.028, '4096']","[1650375032.028, '4096']","[1650375062.028, '4096']","[1650375092.028, '4096']","[1650375122.028, '4096']","[1650375152.028, '4096']","[1650375182.028, '4096']","[1650375212.028, '4096']","[1650375242.028, '4096']","[1650375272.028, '4096']","[1650375302.028, '4096']","[1650375332.028, '4096']","[1650375362.028, '4096']","[1650375392.03, '4096']","[1650375422.028, '4096']","[1650375452.028, '4096']","[1650375482.028, '4096']","[1650375512.028, '4096']","[1650375542.028, '4096']","[1650375572.028, '4096']","[1650375602.028, '4096']","[1650375632.028, '4096']","[1650375662.028, '4096']","[1650375692.028, '4096']","[1650375722.028, '4096']","[1650375752.028, '4096']","[1650375782.028, '4096']","[1650375812.028, '4096']","[1650375842.028, '4096']","[1650375872.028, '4096']","[1650375902.028, '4096']","[1650375932.028, '4096']","[1650375962.028, '4096']","[1650375992.028, '4096']","[1650376022.028, '4096']","[1650376052.028, '4096']","[1650376082.028, '4096']","[1650376112.028, '4096']","[1650376142.028, '4096']","[1650376172.028, '4096']","[1650376202.028, '4096']","[1650376232.028, '4096']","[1650376262.028, '4096']","[1650376292.028, '4096']","[1650376322.028, '4096']","[1650376352.028, '4096']","[1650376382.028, '4096']","[1650376412.028, '4096']","[1650376442.028, '4096']","[1650376472.028, '4096']","[1650376502.028, '4096']","[1650376532.028, '4096']","[1650376562.028, '4096']","[1650376592.028, '4096']","[1650376622.028, '4096']","[1650376652.028, '4096']","[1650376682.028, '4096']","[1650376712.028, '4096']","[1650376742.028, '4096']","[1650376772.028, '4096']","[1650376802.028, '4096']","[1650376832.028, '4096']","[1650376862.028, '4096']","[1650376892.028, '4096']","[1650376922.028, '4096']","[1650376952.028, '4096']","[1650376982.028, '4096']","[1650377012.028, '4096']","[1650377042.028, '4096']","[1650377072.028, '4096']","[1650377102.028, '4096']","[1650377132.028, '4096']","[1650377162.028, '4096']","[1650377192.028, '4096']","[1650377222.028, '4096']","[1650377252.028, '4096']","[1650377282.028, '4096']","[1650377312.028, '4096']","[1650377342.028, '4096']","[1650377372.028, '4096']","[1650377402.028, '4096']","[1650377432.028, '4096']","[1650377462.028, '4096']","[1650377492.028, '4096']",/dev/shm,https-metrics,/,10.1.0.199:10250,kubelet,/metrics/cadvisor,fv-az137-517,kubelet
container_fs_usage_bytes,"[1650371402.028, '3874816']","[1650371432.028, '3981312']","[1650371462.028, '3981312']","[1650371492.028, '3981312']","[1650371522.028, '3981312']","[1650371552.028, '3981312']","[1650371582.028, '3981312']","[1650371612.028, '3981312']","[1650371642.028, '4087808']","[1650371672.028, '4087808']","[1650371702.028, '4087808']","[1650371732.028, '4087808']","[1650371762.028, '4087808']","[1650371792.028, '4087808']","[1650371822.028, '4087808']","[1650371852.028, '4087808']","[1650371882.028, '4087808']","[1650371912.028, '4087808']","[1650371942.028, '4198400']","[1650371972.028, '4194304']","[1650372002.028, '4194304']","[1650372032.028, '4194304']","[1650372062.028, '4194304']","[1650372092.028, '4194304']","[1650372122.028, '4194304']","[1650372152.028, '4194304']","[1650372182.028, '4194304']","[1650372212.028, '4194304']","[1650372242.028, '4087808']","[1650372272.028, '4194304']","[1650372302.028, '4194304']","[1650372332.028, '4087808']","[1650372362.028, '4194304']","[1650372392.028, '4194304']","[1650372422.028, '4194304']","[1650372452.028, '4194304']","[1650372482.028, '4087808']","[1650372512.028, '4194304']","[1650372542.028, '4194304']","[1650372572.028, '4194304']","[1650372602.028, '4087808']","[1650372632.028, '4087808']","[1650372662.028, '4087808']","[1650372692.028, '4194304']","[1650372722.028, '4194304']","[1650372752.028, '4087808']","[1650372782.028, '4087808']","[1650372812.028, '4087808']","[1650372842.028, '4087808']","[1650372872.028, '4087808']","[1650372902.028, '4087808']","[1650372932.028, '4087808']","[1650372962.028, '4194304']","[1650372992.028, '4194304']","[1650373022.028, '4194304']","[1650373052.028, '4194304']","[1650373082.028, '4194304']","[1650373112.028, '4194304']","[1650373142.03, '4194304']","[1650373172.028, '4194304']","[1650373202.028, '4194304']","[1650373232.028, '4194304']","[1650373262.028, '4300800']","[1650373292.028, '4300800']","[1650373322.028, '4300800']","[1650373352.028, '4300800']","[1650373382.028, '4300800']","[1650373412.028, '4300800']","[1650373442.028, '4300800']","[1650373472.028, '4300800']","[1650373502.028, '4300800']","[1650373532.028, '4300800']","[1650373562.028, '4300800']","[1650373592.028, '4300800']","[1650373622.028, '4300800']","[1650373652.028, '4300800']","[1650373682.028, '4300800']","[1650373712.028, '4300800']","[1650373742.028, '4300800']","[1650373772.028, '4300800']","[1650373802.028, '4300800']","[1650373832.028, '4300800']","[1650373862.03, '4300800']","[1650373892.028, '4300800']","[1650373922.028, '4300800']","[1650373952.028, '4300800']","[1650373982.028, '4300800']","[1650374012.028, '4300800']","[1650374042.028, '4300800']","[1650374072.028, '4300800']","[1650374102.028, '4300800']","[1650374132.028, '4300800']","[1650374162.028, '4300800']","[1650374192.028, '4300800']","[1650374222.028, '4300800']","[1650374252.028, '4300800']","[1650374282.028, '4300800']","[1650374312.028, '4300800']","[1650374342.028, '4300800']","[1650374372.028, '4300800']","[1650374402.028, '4300800']","[1650374432.028, '4300800']","[1650374462.028, '4300800']","[1650374492.028, '4300800']","[1650374522.028, '4300800']","[1650374552.028, '4304896']","[1650374582.028, '4300800']","[1650374612.028, '4300800']","[1650374642.028, '4304896']","[1650374672.028, '4300800']","[1650374702.028, '4300800']","[1650374732.028, '4300800']","[1650374762.028, '4300800']","[1650374792.028, '4300800']","[1650374822.028, '4300800']","[1650374852.028, '4300800']","[1650374882.028, '4300800']","[1650374912.028, '4300800']","[1650374942.031, '4300800']","[1650374972.028, '4300800']","[1650375002.028, '4263936']","[1650375032.028, '4263936']","[1650375062.028, '4263936']","[1650375092.028, '4263936']","[1650375122.028, '4227072']","[1650375152.028, '4227072']","[1650375182.028, '4227072']","[1650375212.028, '4227072']","[1650375242.028, '4227072']","[1650375272.028, '4190208']","[1650375302.028, '4227072']","[1650375332.028, '4190208']","[1650375362.028, '4227072']","[1650375392.03, '4227072']","[1650375422.028, '4190208']","[1650375452.028, '4190208']","[1650375482.028, '4153344']","[1650375512.028, '4190208']","[1650375542.028, '4190208']","[1650375572.028, '4227072']","[1650375602.028, '4190208']","[1650375632.028, '4190208']","[1650375662.028, '4190208']","[1650375692.028, '4190208']","[1650375722.028, '4227072']","[1650375752.028, '4190208']","[1650375782.028, '4227072']","[1650375812.028, '4227072']","[1650375842.028, '4227072']","[1650375872.028, '4227072']","[1650375902.028, '4263936']","[1650375932.028, '4263936']","[1650375962.028, '4227072']","[1650375992.028, '4227072']","[1650376022.028, '4227072']","[1650376052.028, '4263936']","[1650376082.028, '4268032']","[1650376112.028, '4263936']","[1650376142.028, '4263936']","[1650376172.028, '4227072']","[1650376202.028, '4227072']","[1650376232.028, '4227072']","[1650376262.028, '4263936']","[1650376292.028, '4263936']","[1650376322.028, '4227072']","[1650376352.028, '4227072']","[1650376382.028, '4190208']","[1650376412.028, '4190208']","[1650376442.028, '4177920']","[1650376472.028, '4227072']","[1650376502.028, '4227072']","[1650376532.028, '4227072']","[1650376562.028, '4227072']","[1650376592.028, '4227072']","[1650376622.028, '4227072']","[1650376652.028, '4263936']","[1650376682.028, '4263936']","[1650376712.028, '4300800']","[1650376742.028, '4300800']","[1650376772.028, '4300800']","[1650376802.028, '4300800']","[1650376832.028, '4300800']","[1650376862.028, '4300800']","[1650376892.028, '4300800']","[1650376922.028, '4300800']","[1650376952.028, '4300800']","[1650376982.028, '4300800']","[1650377012.028, '4300800']","[1650377042.028, '4300800']","[1650377072.028, '4300800']","[1650377102.028, '4300800']","[1650377132.028, '4300800']","[1650377162.028, '4300800']","[1650377192.028, '4300800']","[1650377222.028, '4300800']","[1650377252.028, '4300800']","[1650377282.028, '3981312']","[1650377312.028, '3981312']","[1650377342.028, '3981312']","[1650377372.028, '3981312']","[1650377402.028, '3981312']","[1650377432.028, '3981312']","[1650377462.028, '3981312']","[1650377492.028, '4087808']",/run,https-metrics,/,10.1.0.199:10250,kubelet,/metrics/cadvisor,fv-az137-517,kubelet
