name,timestamp,value,code,container,endpoint,instance,job,method,namespace,pod,service,url
api_request_size_bytes_sum,"[1650030664.236, '97']","[1650030694.236, '194']","[1650030724.236, '291']","[1650030754.236, '291']","[1650030784.236, '291']","[1650030814.236, '291']","[1650030844.236, '291']","[1650030874.236, '291']","[1650030904.236, '291']","[1650030934.236, '388']","[1650030964.236, '388']","[1650030994.236, '485']","[1650031024.236, '485']",200,api,http,192.168.244.10:1323,api,GET,default,api-54b9c66577-mpcfm,api,/
api_request_size_bytes_sum,"[1650030634.236, '348']","[1650030664.236, '522']","[1650030694.236, '696']","[1650030724.236, '870']","[1650030754.236, '1044']","[1650030784.236, '1218']","[1650030814.236, '1392']","[1650030844.236, '1566']","[1650030874.236, '1740']","[1650030904.236, '1914']","[1650030934.236, '2088']","[1650030964.236, '2262']","[1650030994.236, '2436']","[1650031024.236, '2610']",200,api,http,192.168.244.10:1323,api,GET,default,api-54b9c66577-mpcfm,api,/healthz
api_request_size_bytes_sum,"[1650030848.242, '97']","[1650030878.242, '194']","[1650030908.242, '194']","[1650030938.242, '194']","[1650030968.242, '291']","[1650030998.242, '291']","[1650031028.242, '291']",200,api,http,192.168.244.11:1323,api,GET,default,api-54b9c66577-dn7ws,api,/
api_request_size_bytes_sum,"[1650030638.242, '435']","[1650030668.242, '609']","[1650030698.242, '783']","[1650030728.242, '957']","[1650030758.242, '1131']","[1650030788.242, '1305']","[1650030818.242, '1479']","[1650030848.242, '1653']","[1650030878.242, '1827']","[1650030908.242, '2001']","[1650030938.242, '2175']","[1650030968.242, '2349']","[1650030998.242, '2523']","[1650031028.242, '2697']",200,api,http,192.168.244.11:1323,api,GET,default,api-54b9c66577-dn7ws,api,/healthz
api_request_size_bytes_sum,"[1650030679.846, '97']","[1650030709.846, '97']","[1650030739.846, '97']","[1650030769.846, '97']","[1650030799.846, '194']","[1650030829.846, '194']","[1650030859.846, '194']","[1650030889.846, '291']","[1650030919.846, '291']","[1650030949.846, '485']","[1650030979.846, '485']","[1650031009.846, '582']","[1650031039.846, '582']",200,api,http,192.168.244.9:1323,api,GET,default,api-54b9c66577-v6xbm,api,/
api_request_size_bytes_sum,"[1650030619.846, '344']","[1650030649.846, '516']","[1650030679.846, '688']","[1650030709.846, '860']","[1650030739.846, '1032']","[1650030769.846, '1204']","[1650030799.846, '1376']","[1650030829.846, '1548']","[1650030859.846, '1720']","[1650030889.846, '1892']","[1650030919.846, '2064']","[1650030949.846, '2236']","[1650030979.846, '2408']","[1650031009.846, '2580']","[1650031039.846, '2752']",200,api,http,192.168.244.9:1323,api,GET,default,api-54b9c66577-v6xbm,api,/healthz
