name,timestamp,value,endpoint,instance,job,metrics_path,namespace,node,service
container_scrape_error,"[1650030636.301, '0']","[1650030666.301, '0']","[1650030696.301, '0']","[1650030726.301, '0']","[1650030756.301, '0']","[1650030786.301, '0']","[1650030816.301, '0']","[1650030846.301, '0']","[1650030876.301, '0']","[1650030906.301, '0']","[1650030936.301, '0']","[1650030966.301, '0']","[1650030996.301, '0']","[1650031026.301, '0']",https-metrics,10.1.0.135:10250,kubelet,/metrics/cadvisor,kube-system,fv-az241-934,kubelet
