name,timestamp,value,code,container,endpoint,instance,job,le,method,namespace,pod,service,url
api_request_duration_seconds_bucket,"[1650030664.236, '1']","[1650030694.236, '2']","[1650030724.236, '3']","[1650030754.236, '3']","[1650030784.236, '3']","[1650030814.236, '3']","[1650030844.236, '3']","[1650030874.236, '3']","[1650030904.236, '3']","[1650030934.236, '4']","[1650030964.236, '4']","[1650030994.236, '5']","[1650031024.236, '5']",200,api,http,192.168.244.10:1323,api,+Inf,GET,default,api-54b9c66577-mpcfm,api,/
api_request_duration_seconds_bucket,"[1650030634.236, '4']","[1650030664.236, '6']","[1650030694.236, '8']","[1650030724.236, '10']","[1650030754.236, '12']","[1650030784.236, '14']","[1650030814.236, '16']","[1650030844.236, '18']","[1650030874.236, '20']","[1650030904.236, '22']","[1650030934.236, '24']","[1650030964.236, '26']","[1650030994.236, '28']","[1650031024.236, '30']",200,api,http,192.168.244.10:1323,api,+Inf,GET,default,api-54b9c66577-mpcfm,api,/healthz
api_request_duration_seconds_bucket,"[1650030664.236, '0']","[1650030694.236, '0']","[1650030724.236, '0']","[1650030754.236, '0']","[1650030784.236, '0']","[1650030814.236, '0']","[1650030844.236, '0']","[1650030874.236, '0']","[1650030904.236, '0']","[1650030934.236, '0']","[1650030964.236, '0']","[1650030994.236, '0']","[1650031024.236, '0']",200,api,http,192.168.244.10:1323,api,0.005,GET,default,api-54b9c66577-mpcfm,api,/
api_request_duration_seconds_bucket,"[1650030634.236, '4']","[1650030664.236, '6']","[1650030694.236, '8']","[1650030724.236, '10']","[1650030754.236, '12']","[1650030784.236, '14']","[1650030814.236, '16']","[1650030844.236, '18']","[1650030874.236, '20']","[1650030904.236, '22']","[1650030934.236, '24']","[1650030964.236, '26']","[1650030994.236, '28']","[1650031024.236, '30']",200,api,http,192.168.244.10:1323,api,0.005,GET,default,api-54b9c66577-mpcfm,api,/healthz
api_request_duration_seconds_bucket,"[1650030664.236, '0']","[1650030694.236, '0']","[1650030724.236, '0']","[1650030754.236, '0']","[1650030784.236, '0']","[1650030814.236, '0']","[1650030844.236, '0']","[1650030874.236, '0']","[1650030904.236, '0']","[1650030934.236, '0']","[1650030964.236, '0']","[1650030994.236, '0']","[1650031024.236, '0']",200,api,http,192.168.244.10:1323,api,0.01,GET,default,api-54b9c66577-mpcfm,api,/
api_request_duration_seconds_bucket,"[1650030634.236, '4']","[1650030664.236, '6']","[1650030694.236, '8']","[1650030724.236, '10']","[1650030754.236, '12']","[1650030784.236, '14']","[1650030814.236, '16']","[1650030844.236, '18']","[1650030874.236, '20']","[1650030904.236, '22']","[1650030934.236, '24']","[1650030964.236, '26']","[1650030994.236, '28']","[1650031024.236, '30']",200,api,http,192.168.244.10:1323,api,0.01,GET,default,api-54b9c66577-mpcfm,api,/healthz
api_request_duration_seconds_bucket,"[1650030664.236, '0']","[1650030694.236, '0']","[1650030724.236, '0']","[1650030754.236, '0']","[1650030784.236, '0']","[1650030814.236, '0']","[1650030844.236, '0']","[1650030874.236, '0']","[1650030904.236, '0']","[1650030934.236, '0']","[1650030964.236, '0']","[1650030994.236, '0']","[1650031024.236, '0']",200,api,http,192.168.244.10:1323,api,0.025,GET,default,api-54b9c66577-mpcfm,api,/
api_request_duration_seconds_bucket,"[1650030634.236, '4']","[1650030664.236, '6']","[1650030694.236, '8']","[1650030724.236, '10']","[1650030754.236, '12']","[1650030784.236, '14']","[1650030814.236, '16']","[1650030844.236, '18']","[1650030874.236, '20']","[1650030904.236, '22']","[1650030934.236, '24']","[1650030964.236, '26']","[1650030994.236, '28']","[1650031024.236, '30']",200,api,http,192.168.244.10:1323,api,0.025,GET,default,api-54b9c66577-mpcfm,api,/healthz
api_request_duration_seconds_bucket,"[1650030664.236, '0']","[1650030694.236, '0']","[1650030724.236, '0']","[1650030754.236, '0']","[1650030784.236, '0']","[1650030814.236, '0']","[1650030844.236, '0']","[1650030874.236, '0']","[1650030904.236, '0']","[1650030934.236, '0']","[1650030964.236, '0']","[1650030994.236, '0']","[1650031024.236, '0']",200,api,http,192.168.244.10:1323,api,0.05,GET,default,api-54b9c66577-mpcfm,api,/
api_request_duration_seconds_bucket,"[1650030634.236, '4']","[1650030664.236, '6']","[1650030694.236, '8']","[1650030724.236, '10']","[1650030754.236, '12']","[1650030784.236, '14']","[1650030814.236, '16']","[1650030844.236, '18']","[1650030874.236, '20']","[1650030904.236, '22']","[1650030934.236, '24']","[1650030964.236, '26']","[1650030994.236, '28']","[1650031024.236, '30']",200,api,http,192.168.244.10:1323,api,0.05,GET,default,api-54b9c66577-mpcfm,api,/healthz
api_request_duration_seconds_bucket,"[1650030664.236, '0']","[1650030694.236, '0']","[1650030724.236, '0']","[1650030754.236, '0']","[1650030784.236, '0']","[1650030814.236, '0']","[1650030844.236, '0']","[1650030874.236, '0']","[1650030904.236, '0']","[1650030934.236, '0']","[1650030964.236, '0']","[1650030994.236, '0']","[1650031024.236, '0']",200,api,http,192.168.244.10:1323,api,0.1,GET,default,api-54b9c66577-mpcfm,api,/
api_request_duration_seconds_bucket,"[1650030634.236, '4']","[1650030664.236, '6']","[1650030694.236, '8']","[1650030724.236, '10']","[1650030754.236, '12']","[1650030784.236, '14']","[1650030814.236, '16']","[1650030844.236, '18']","[1650030874.236, '20']","[1650030904.236, '22']","[1650030934.236, '24']","[1650030964.236, '26']","[1650030994.236, '28']","[1650031024.236, '30']",200,api,http,192.168.244.10:1323,api,0.1,GET,default,api-54b9c66577-mpcfm,api,/healthz
api_request_duration_seconds_bucket,"[1650030664.236, '0']","[1650030694.236, '0']","[1650030724.236, '0']","[1650030754.236, '0']","[1650030784.236, '0']","[1650030814.236, '0']","[1650030844.236, '0']","[1650030874.236, '0']","[1650030904.236, '0']","[1650030934.236, '0']","[1650030964.236, '0']","[1650030994.236, '0']","[1650031024.236, '0']",200,api,http,192.168.244.10:1323,api,0.25,GET,default,api-54b9c66577-mpcfm,api,/
api_request_duration_seconds_bucket,"[1650030634.236, '4']","[1650030664.236, '6']","[1650030694.236, '8']","[1650030724.236, '10']","[1650030754.236, '12']","[1650030784.236, '14']","[1650030814.236, '16']","[1650030844.236, '18']","[1650030874.236, '20']","[1650030904.236, '22']","[1650030934.236, '24']","[1650030964.236, '26']","[1650030994.236, '28']","[1650031024.236, '30']",200,api,http,192.168.244.10:1323,api,0.25,GET,default,api-54b9c66577-mpcfm,api,/healthz
api_request_duration_seconds_bucket,"[1650030664.236, '0']","[1650030694.236, '0']","[1650030724.236, '0']","[1650030754.236, '0']","[1650030784.236, '0']","[1650030814.236, '0']","[1650030844.236, '0']","[1650030874.236, '0']","[1650030904.236, '0']","[1650030934.236, '0']","[1650030964.236, '0']","[1650030994.236, '0']","[1650031024.236, '0']",200,api,http,192.168.244.10:1323,api,0.5,GET,default,api-54b9c66577-mpcfm,api,/
api_request_duration_seconds_bucket,"[1650030634.236, '4']","[1650030664.236, '6']","[1650030694.236, '8']","[1650030724.236, '10']","[1650030754.236, '12']","[1650030784.236, '14']","[1650030814.236, '16']","[1650030844.236, '18']","[1650030874.236, '20']","[1650030904.236, '22']","[1650030934.236, '24']","[1650030964.236, '26']","[1650030994.236, '28']","[1650031024.236, '30']",200,api,http,192.168.244.10:1323,api,0.5,GET,default,api-54b9c66577-mpcfm,api,/healthz
api_request_duration_seconds_bucket,"[1650030664.236, '0']","[1650030694.236, '0']","[1650030724.236, '0']","[1650030754.236, '0']","[1650030784.236, '0']","[1650030814.236, '0']","[1650030844.236, '0']","[1650030874.236, '0']","[1650030904.236, '0']","[1650030934.236, '0']","[1650030964.236, '0']","[1650030994.236, '0']","[1650031024.236, '0']",200,api,http,192.168.244.10:1323,api,1,GET,default,api-54b9c66577-mpcfm,api,/
api_request_duration_seconds_bucket,"[1650030634.236, '4']","[1650030664.236, '6']","[1650030694.236, '8']","[1650030724.236, '10']","[1650030754.236, '12']","[1650030784.236, '14']","[1650030814.236, '16']","[1650030844.236, '18']","[1650030874.236, '20']","[1650030904.236, '22']","[1650030934.236, '24']","[1650030964.236, '26']","[1650030994.236, '28']","[1650031024.236, '30']",200,api,http,192.168.244.10:1323,api,1,GET,default,api-54b9c66577-mpcfm,api,/healthz
api_request_duration_seconds_bucket,"[1650030664.236, '0']","[1650030694.236, '1']","[1650030724.236, '1']","[1650030754.236, '1']","[1650030784.236, '1']","[1650030814.236, '1']","[1650030844.236, '1']","[1650030874.236, '1']","[1650030904.236, '1']","[1650030934.236, '1']","[1650030964.236, '1']","[1650030994.236, '1']","[1650031024.236, '1']",200,api,http,192.168.244.10:1323,api,10,GET,default,api-54b9c66577-mpcfm,api,/
api_request_duration_seconds_bucket,"[1650030634.236, '4']","[1650030664.236, '6']","[1650030694.236, '8']","[1650030724.236, '10']","[1650030754.236, '12']","[1650030784.236, '14']","[1650030814.236, '16']","[1650030844.236, '18']","[1650030874.236, '20']","[1650030904.236, '22']","[1650030934.236, '24']","[1650030964.236, '26']","[1650030994.236, '28']","[1650031024.236, '30']",200,api,http,192.168.244.10:1323,api,10,GET,default,api-54b9c66577-mpcfm,api,/healthz
api_request_duration_seconds_bucket,"[1650030664.236, '0']","[1650030694.236, '0']","[1650030724.236, '0']","[1650030754.236, '0']","[1650030784.236, '0']","[1650030814.236, '0']","[1650030844.236, '0']","[1650030874.236, '0']","[1650030904.236, '0']","[1650030934.236, '0']","[1650030964.236, '0']","[1650030994.236, '0']","[1650031024.236, '0']",200,api,http,192.168.244.10:1323,api,2.5,GET,default,api-54b9c66577-mpcfm,api,/
