name,timestamp,value,code,container,endpoint,instance,job,method,namespace,pod,service,url
api_response_size_bytes_sum,"[1650030664.236, '9']","[1650030694.236, '18']","[1650030724.236, '27']","[1650030754.236, '27']","[1650030784.236, '27']","[1650030814.236, '27']","[1650030844.236, '27']","[1650030874.236, '27']","[1650030904.236, '27']","[1650030934.236, '36']","[1650030964.236, '36']","[1650030994.236, '45']","[1650031024.236, '45']",200,api,http,192.168.244.10:1323,api,GET,default,api-54b9c66577-mpcfm,api,/
api_response_size_bytes_sum,"[1650030634.236, '48']","[1650030664.236, '72']","[1650030694.236, '96']","[1650030724.236, '120']","[1650030754.236, '144']","[1650030784.236, '168']","[1650030814.236, '192']","[1650030844.236, '216']","[1650030874.236, '240']","[1650030904.236, '264']","[1650030934.236, '288']","[1650030964.236, '312']","[1650030994.236, '336']","[1650031024.236, '360']",200,api,http,192.168.244.10:1323,api,GET,default,api-54b9c66577-mpcfm,api,/healthz
api_response_size_bytes_sum,"[1650030848.242, '10']","[1650030878.242, '19']","[1650030908.242, '19']","[1650030938.242, '19']","[1650030968.242, '28']","[1650030998.242, '28']","[1650031028.242, '28']",200,api,http,192.168.244.11:1323,api,GET,default,api-54b9c66577-dn7ws,api,/
api_response_size_bytes_sum,"[1650030638.242, '60']","[1650030668.242, '84']","[1650030698.242, '108']","[1650030728.242, '132']","[1650030758.242, '156']","[1650030788.242, '180']","[1650030818.242, '204']","[1650030848.242, '228']","[1650030878.242, '252']","[1650030908.242, '276']","[1650030938.242, '300']","[1650030968.242, '324']","[1650030998.242, '348']","[1650031028.242, '372']",200,api,http,192.168.244.11:1323,api,GET,default,api-54b9c66577-dn7ws,api,/healthz
api_response_size_bytes_sum,"[1650030679.846, '9']","[1650030709.846, '9']","[1650030739.846, '9']","[1650030769.846, '9']","[1650030799.846, '19']","[1650030829.846, '19']","[1650030859.846, '19']","[1650030889.846, '28']","[1650030919.846, '28']","[1650030949.846, '46']","[1650030979.846, '46']","[1650031009.846, '55']","[1650031039.846, '55']",200,api,http,192.168.244.9:1323,api,GET,default,api-54b9c66577-v6xbm,api,/
api_response_size_bytes_sum,"[1650030619.846, '48']","[1650030649.846, '72']","[1650030679.846, '96']","[1650030709.846, '120']","[1650030739.846, '144']","[1650030769.846, '168']","[1650030799.846, '192']","[1650030829.846, '216']","[1650030859.846, '240']","[1650030889.846, '264']","[1650030919.846, '288']","[1650030949.846, '312']","[1650030979.846, '336']","[1650031009.846, '360']","[1650031039.846, '384']",200,api,http,192.168.244.9:1323,api,GET,default,api-54b9c66577-v6xbm,api,/healthz
