name,timestamp,value,container,device,endpoint,id,image,instance,job,metrics_path,name,namespace,node,pod,service
container_fs_reads_bytes_total,"[1650180535.811, '20480']","[1650180565.811, '20480']","[1650180595.811, '20480']","[1650180625.811, '20480']","[1650180655.811, '20480']","[1650180685.811, '20480']","[1650180715.811, '20480']","[1650180745.811, '20480']","[1650180775.811, '24576']","[1650180805.811, '24576']","[1650180835.811, '24576']","[1650180865.811, '24576']","[1650180895.811, '24576']","[1650180925.811, '24576']","[1650180955.811, '24576']","[1650180985.811, '24576']","[1650181015.811, '24576']","[1650181045.811, '24576']","[1650181075.811, '24576']","[1650181105.811, '24576']","[1650181135.811, '24576']","[1650181165.811, '24576']","[1650181195.811, '24576']","[1650181225.811, '24576']","[1650181255.811, '24576']","[1650181285.811, '24576']","[1650181315.811, '24576']","[1650181345.811, '24576']","[1650181375.811, '24576']","[1650181405.811, '24576']","[1650181435.811, '24576']","[1650181465.811, '24576']","[1650181495.811, '24576']","[1650181525.811, '24576']","[1650181555.811, '24576']","[1650181585.811, '24576']","[1650181615.811, '24576']","[1650181645.811, '24576']","[1650181675.811, '24576']","[1650181705.811, '24576']","[1650181735.811, '24576']","[1650181765.811, '24576']","[1650181795.811, '24576']","[1650181825.811, '24576']","[1650181855.811, '24576']","[1650181885.811, '24576']","[1650181915.811, '24576']","[1650181945.811, '24576']","[1650181975.811, '24576']","[1650182005.811, '24576']","[1650182035.811, '24576']","[1650182065.811, '24576']","[1650182095.811, '24576']","[1650182125.811, '24576']","[1650182155.811, '24576']","[1650182185.811, '24576']","[1650182215.811, '24576']","[1650182245.811, '24576']","[1650182275.811, '24576']","[1650182305.811, '24576']","[1650182335.811, '24576']","[1650182365.811, '24576']","[1650182395.811, '24576']","[1650182425.811, '24576']","[1650182455.811, '24576']","[1650182485.811, '24576']","[1650182515.811, '24576']","[1650182545.811, '24576']","[1650182575.811, '24576']","[1650182605.811, '24576']","[1650182635.811, '24576']","[1650182665.811, '24576']","[1650182695.811, '24576']","[1650182725.811, '24576']","[1650182755.811, '24576']","[1650182785.811, '24576']","[1650182815.811, '24576']","[1650182845.811, '24576']","[1650182875.811, '24576']","[1650182905.811, '24576']","[1650182935.811, '24576']","[1650182965.811, '24576']","[1650182995.811, '24576']","[1650183025.811, '24576']","[1650183055.811, '24576']","[1650183085.811, '24576']","[1650183115.811, '24576']","[1650183145.811, '24576']","[1650183175.811, '24576']","[1650183205.811, '24576']","[1650183235.811, '24576']","[1650183265.811, '24576']","[1650183295.811, '24576']","[1650183325.811, '24576']","[1650183355.811, '24576']","[1650183385.811, '24576']","[1650183415.811, '24576']","[1650183445.811, '24576']","[1650183475.811, '24576']","[1650183505.811, '24576']","[1650183535.811, '24576']","[1650183565.811, '24576']","[1650183595.811, '24576']","[1650183625.811, '24576']","[1650183655.811, '24576']","[1650183685.811, '24576']","[1650183715.811, '24576']","[1650183745.811, '24576']","[1650183775.811, '24576']","[1650183805.811, '24576']","[1650183835.811, '24576']","[1650183865.811, '24576']","[1650183895.811, '24576']","[1650183925.811, '24576']",api,/dev/sda,https-metrics,/kubepods/pod57dd460d-e939-4de7-80b5-b367139a33ef/3ac79a6c349efc168eafd279a3f4ddf88063a630a0e6d43c2e009072b526b055,sha256:3577354e609332273c91d0cd47a6f16297bf8e5012926820b5bf3644028bd13f,10.1.0.134:10250,kubelet,/metrics/cadvisor,3ac79a6c349efc168eafd279a3f4ddf88063a630a0e6d43c2e009072b526b055,default,fv-az105-598,api-54b9c66577-rxbdr,kubelet
container_fs_reads_bytes_total,"[1650180235.811, '9543680']","[1650180265.811, '9543680']","[1650180295.811, '9543680']","[1650180325.811, '9543680']","[1650180355.811, '9543680']","[1650180385.811, '9543680']","[1650180415.811, '9543680']","[1650180445.811, '9543680']","[1650180475.811, '9543680']","[1650180505.811, '9543680']","[1650180535.811, '9543680']","[1650180565.811, '9543680']","[1650180595.811, '9543680']","[1650180625.811, '9543680']","[1650180655.811, '9543680']","[1650180685.811, '9543680']","[1650180715.811, '9543680']","[1650180745.811, '9543680']","[1650180775.811, '9543680']","[1650180805.811, '9543680']","[1650180835.811, '9543680']","[1650180865.811, '9543680']","[1650180895.811, '9543680']","[1650180925.811, '9543680']","[1650180955.811, '9543680']","[1650180985.811, '9543680']","[1650181015.811, '9543680']","[1650181045.811, '9543680']","[1650181075.811, '9543680']","[1650181105.811, '9543680']","[1650181135.811, '9543680']","[1650181165.811, '9543680']","[1650181195.811, '9543680']","[1650181225.811, '9543680']","[1650181255.811, '9543680']","[1650181285.811, '9543680']","[1650181315.811, '9543680']","[1650181345.811, '9543680']","[1650181375.811, '9543680']","[1650181405.811, '9543680']","[1650181435.811, '9543680']","[1650181465.811, '9543680']","[1650181495.811, '9543680']","[1650181525.811, '9543680']","[1650181555.811, '9543680']","[1650181585.811, '9543680']","[1650181615.811, '9543680']","[1650181645.811, '9543680']","[1650181675.811, '9543680']","[1650181705.811, '9543680']","[1650181735.811, '9543680']","[1650181765.811, '9543680']","[1650181795.811, '9543680']","[1650181825.811, '9543680']","[1650181855.811, '9543680']","[1650181885.811, '9543680']","[1650181915.811, '9543680']","[1650181945.811, '9543680']","[1650181975.811, '9543680']","[1650182005.811, '9543680']","[1650182035.811, '9543680']","[1650182065.811, '9543680']","[1650182095.811, '9543680']","[1650182125.811, '9543680']","[1650182155.811, '9543680']","[1650182185.811, '9543680']","[1650182215.811, '9543680']","[1650182245.811, '9543680']","[1650182275.811, '9543680']","[1650182305.811, '9543680']","[1650182335.811, '9543680']","[1650182365.811, '9543680']","[1650182395.811, '9543680']","[1650182425.811, '9543680']","[1650182455.811, '9543680']","[1650182485.811, '9543680']","[1650182515.811, '9543680']","[1650182545.811, '9543680']","[1650182575.811, '9543680']","[1650182605.811, '9543680']","[1650182635.811, '9543680']","[1650182665.811, '9543680']","[1650182695.811, '9543680']","[1650182725.811, '9543680']","[1650182755.811, '9543680']","[1650182785.811, '9543680']","[1650182815.811, '9543680']","[1650182845.811, '9543680']","[1650182875.811, '9543680']","[1650182905.811, '9543680']","[1650182935.811, '9543680']","[1650182965.811, '9543680']","[1650182995.811, '9543680']","[1650183025.811, '9543680']","[1650183055.811, '9543680']","[1650183085.811, '9543680']","[1650183115.811, '9543680']","[1650183145.811, '9543680']","[1650183175.811, '9543680']","[1650183205.811, '9543680']","[1650183235.811, '9543680']","[1650183265.811, '9543680']","[1650183295.811, '9543680']","[1650183325.811, '9543680']","[1650183355.811, '9543680']","[1650183385.811, '9543680']","[1650183415.811, '9543680']","[1650183445.811, '9543680']","[1650183475.811, '9543680']","[1650183505.811, '9543680']","[1650183535.811, '9543680']","[1650183565.811, '9543680']","[1650183595.811, '9543680']","[1650183625.811, '9543680']","[1650183655.811, '9543680']","[1650183685.811, '9543680']","[1650183715.811, '9543680']","[1650183745.811, '9543680']","[1650183775.811, '9543680']","[1650183805.811, '9543680']","[1650183835.811, '9543680']","[1650183865.811, '9543680']","[1650183895.811, '9543680']","[1650183925.811, '9543680']",api,/dev/sda,https-metrics,/kubepods/pode9188436-de9c-414d-b965-98249ddeeca9/7d9df8bc7c8c27f28f7b0ab0fb57e5bba7c6b73a7eee0a1db05eabc1bd501f50,sha256:3577354e609332273c91d0cd47a6f16297bf8e5012926820b5bf3644028bd13f,10.1.0.134:10250,kubelet,/metrics/cadvisor,7d9df8bc7c8c27f28f7b0ab0fb57e5bba7c6b73a7eee0a1db05eabc1bd501f50,default,fv-az105-598,api-54b9c66577-h9lqp,kubelet
container_fs_reads_bytes_total,"[1650180235.811, '1069056']","[1650180265.811, '1511424']","[1650180295.811, '1511424']","[1650180325.811, '1511424']","[1650180355.811, '1511424']","[1650180385.811, '1511424']","[1650180415.811, '2117632']","[1650180445.811, '2117632']","[1650180475.811, '2117632']","[1650180505.811, '2117632']","[1650180535.811, '2228224']","[1650180565.811, '2228224']","[1650180595.811, '2228224']","[1650180625.811, '2228224']","[1650180655.811, '2228224']","[1650180685.811, '2228224']","[1650180715.811, '3342336']","[1650180745.811, '3342336']","[1650180775.811, '3342336']","[1650180805.811, '3403776']","[1650180835.811, '3751936']","[1650180865.811, '3751936']","[1650180895.811, '3751936']","[1650180925.811, '3751936']","[1650180955.811, '3751936']","[1650180985.811, '3751936']","[1650181015.811, '3751936']","[1650181045.811, '3751936']","[1650181075.811, '3751936']","[1650181105.811, '3751936']","[1650181135.811, '3751936']","[1650181165.811, '3899392']","[1650181195.811, '3899392']","[1650181225.811, '3899392']","[1650181255.811, '3899392']","[1650181285.811, '3899392']","[1650181315.811, '3919872']","[1650181345.811, '3919872']","[1650181375.811, '3919872']","[1650181405.811, '3919872']","[1650181435.811, '3919872']","[1650181465.811, '3919872']","[1650181495.811, '3919872']","[1650181525.811, '3919872']","[1650181555.811, '3919872']","[1650181585.811, '3919872']","[1650181615.811, '3919872']","[1650181645.811, '3919872']","[1650181675.811, '4096000']","[1650181705.811, '4096000']","[1650181735.811, '4096000']","[1650181765.811, '4096000']","[1650181795.811, '4153344']","[1650181825.811, '4763648']","[1650181855.811, '4763648']","[1650181885.811, '4763648']","[1650181915.811, '4845568']","[1650181945.811, '4845568']","[1650181975.811, '4845568']","[1650182005.811, '4845568']","[1650182035.811, '4845568']","[1650182065.811, '4972544']","[1650182095.811, '4972544']","[1650182125.811, '4972544']","[1650182155.811, '4972544']","[1650182185.811, '4972544']","[1650182215.811, '4972544']","[1650182245.811, '4972544']","[1650182275.811, '4972544']","[1650182305.811, '4972544']","[1650182335.811, '4972544']","[1650182365.811, '4972544']","[1650182395.811, '4972544']","[1650182425.811, '4972544']","[1650182455.811, '4972544']","[1650182485.811, '4972544']","[1650182515.811, '4972544']","[1650182545.811, '4972544']","[1650182575.811, '4972544']","[1650182605.811, '4972544']","[1650182635.811, '5025792']","[1650182665.811, '5025792']","[1650182695.811, '5025792']","[1650182725.811, '5025792']","[1650182755.811, '5025792']","[1650182785.811, '5025792']","[1650182815.811, '5025792']","[1650182845.811, '5025792']","[1650182875.811, '5025792']","[1650182905.811, '5025792']","[1650182935.811, '5025792']","[1650182965.811, '5025792']","[1650182995.811, '5025792']","[1650183025.811, '5025792']","[1650183055.811, '5025792']","[1650183085.811, '5025792']","[1650183115.811, '5025792']","[1650183145.811, '5025792']","[1650183175.811, '5025792']","[1650183205.811, '7069696']","[1650183235.811, '7069696']","[1650183265.811, '7069696']","[1650183295.811, '7069696']","[1650183325.811, '7069696']","[1650183355.811, '7118848']","[1650183385.811, '7118848']","[1650183415.811, '7118848']","[1650183445.811, '7118848']","[1650183475.811, '7364608']","[1650183505.811, '7364608']","[1650183535.811, '7364608']","[1650183565.811, '7364608']","[1650183595.811, '7692288']","[1650183625.811, '7692288']","[1650183655.811, '7692288']","[1650183685.811, '7806976']","[1650183715.811, '7806976']","[1650183745.811, '7806976']","[1650183775.811, '7806976']","[1650183805.811, '7806976']","[1650183835.811, '7806976']","[1650183865.811, '7806976']","[1650183895.811, '7806976']","[1650183925.811, '7827456']",calico-kube-controllers,/dev/sda,https-metrics,/kubepods/besteffort/pod3b3cd50e-4907-4018-8f61-6c96e27a58e0/c45b01d464b457a322c2b68d4d083d1e1195206b616c23128dd1046b34f84d25,docker.io/calico/kube-controllers@sha256:7f28dc2e9420ee8cb223b258c3327be29d674fa3b3aa6eca132c2c7f8af848ba,10.1.0.134:10250,kubelet,/metrics/cadvisor,c45b01d464b457a322c2b68d4d083d1e1195206b616c23128dd1046b34f84d25,kube-system,fv-az105-598,calico-kube-controllers-654b987fd9-6hqbn,kubelet
container_fs_reads_bytes_total,"[1650180235.811, '3407872']","[1650180265.811, '3645440']","[1650180295.811, '3919872']","[1650180325.811, '4349952']","[1650180355.811, '4349952']","[1650180385.811, '4587520']","[1650180415.811, '4587520']","[1650180445.811, '4587520']","[1650180475.811, '4669440']","[1650180505.811, '4710400']","[1650180535.811, '4771840']","[1650180565.811, '4771840']","[1650180595.811, '4866048']","[1650180625.811, '4866048']","[1650180655.811, '4866048']","[1650180685.811, '4866048']","[1650180715.811, '4866048']","[1650180745.811, '4931584']","[1650180775.811, '4931584']","[1650180805.811, '4931584']","[1650180835.811, '4931584']","[1650180865.811, '4931584']","[1650180895.811, '4931584']","[1650180925.811, '4997120']","[1650180955.811, '4997120']","[1650180985.811, '5062656']","[1650181015.811, '5062656']","[1650181045.811, '5062656']","[1650181075.811, '5062656']","[1650181105.811, '5062656']","[1650181135.811, '5062656']","[1650181165.811, '5062656']","[1650181195.811, '5062656']","[1650181225.811, '5062656']","[1650181255.811, '5062656']","[1650181285.811, '5128192']","[1650181315.811, '5193728']","[1650181345.811, '5193728']","[1650181375.811, '5193728']","[1650181405.811, '5324800']","[1650181435.811, '5341184']","[1650181465.811, '5341184']","[1650181495.811, '5341184']","[1650181525.811, '5341184']","[1650181555.811, '5341184']","[1650181585.811, '5341184']","[1650181615.811, '5341184']","[1650181645.811, '5341184']","[1650181675.811, '5427200']","[1650181705.811, '5427200']","[1650181735.811, '5427200']","[1650181765.811, '5427200']","[1650181795.811, '5427200']","[1650181825.811, '5427200']","[1650181855.811, '5427200']","[1650181885.811, '5427200']","[1650181915.811, '5558272']","[1650181945.811, '5558272']","[1650181975.811, '5558272']","[1650182005.811, '5558272']","[1650182035.811, '5558272']","[1650182065.811, '5558272']","[1650182095.811, '5558272']","[1650182125.811, '5558272']","[1650182155.811, '5558272']","[1650182185.811, '5558272']","[1650182215.811, '5558272']","[1650182245.811, '5558272']","[1650182275.811, '5558272']","[1650182305.811, '5558272']","[1650182335.811, '5623808']","[1650182365.811, '5623808']","[1650182395.811, '5623808']","[1650182425.811, '5623808']","[1650182455.811, '5623808']","[1650182485.811, '5623808']","[1650182515.811, '5623808']","[1650182545.811, '5623808']","[1650182575.811, '5623808']","[1650182605.811, '5623808']","[1650182635.811, '5623808']","[1650182665.811, '5623808']","[1650182695.811, '5623808']","[1650182725.811, '5623808']","[1650182755.811, '5623808']","[1650182785.811, '5623808']","[1650182815.811, '5623808']","[1650182845.811, '5623808']","[1650182875.811, '5623808']","[1650182905.811, '5902336']","[1650182935.811, '6033408']","[1650182965.811, '6033408']","[1650182995.811, '6033408']","[1650183025.811, '6033408']","[1650183055.811, '6033408']","[1650183085.811, '6033408']","[1650183115.811, '6033408']","[1650183145.811, '6033408']","[1650183175.811, '6033408']","[1650183205.811, '6033408']","[1650183235.811, '6033408']","[1650183265.811, '6033408']","[1650183295.811, '6033408']","[1650183325.811, '6033408']","[1650183355.811, '6033408']","[1650183385.811, '6033408']","[1650183415.811, '6033408']","[1650183445.811, '6033408']","[1650183475.811, '6197248']","[1650183505.811, '6197248']","[1650183535.811, '6197248']","[1650183565.811, '6197248']","[1650183595.811, '6197248']","[1650183625.811, '6197248']","[1650183655.811, '6197248']","[1650183685.811, '6197248']","[1650183715.811, '6197248']","[1650183745.811, '6197248']","[1650183775.811, '6197248']","[1650183805.811, '6197248']","[1650183835.811, '6197248']","[1650183865.811, '6197248']","[1650183895.811, '6197248']","[1650183925.811, '6197248']",calico-node,/dev/sda,https-metrics,/kubepods/burstable/pod82bdda3d-7a43-4f42-b1d5-14b361a271d4/663dac2c8d383c19b9de9637aa5579ecc672fc31ad8352048508478391373257,docker.io/calico/node:v3.20.4,10.1.0.134:10250,kubelet,/metrics/cadvisor,663dac2c8d383c19b9de9637aa5579ecc672fc31ad8352048508478391373257,kube-system,fv-az105-598,calico-node-h2w8m,kubelet
container_fs_reads_bytes_total,"[1650180235.811, '98304']","[1650180265.811, '98304']","[1650180295.811, '102400']","[1650180325.811, '102400']","[1650180355.811, '221184']","[1650180385.811, '221184']","[1650180415.811, '221184']","[1650180445.811, '221184']","[1650180475.811, '221184']","[1650180505.811, '221184']","[1650180535.811, '311296']","[1650180565.811, '311296']","[1650180595.811, '311296']","[1650180625.811, '311296']","[1650180655.811, '311296']","[1650180685.811, '327680']","[1650180715.811, '536576']","[1650180745.811, '536576']","[1650180775.811, '536576']","[1650180805.811, '536576']","[1650180835.811, '536576']","[1650180865.811, '536576']","[1650180895.811, '536576']","[1650180925.811, '536576']","[1650180955.811, '536576']","[1650180985.811, '536576']","[1650181015.811, '573440']","[1650181045.811, '573440']","[1650181075.811, '573440']","[1650181105.811, '573440']","[1650181135.811, '581632']","[1650181165.811, '581632']","[1650181195.811, '581632']","[1650181225.811, '581632']","[1650181255.811, '581632']","[1650181285.811, '581632']","[1650181315.811, '581632']","[1650181345.811, '581632']","[1650181375.811, '581632']","[1650181405.811, '581632']","[1650181435.811, '581632']","[1650181465.811, '581632']","[1650181495.811, '581632']","[1650181525.811, '581632']","[1650181555.811, '581632']","[1650181585.811, '581632']","[1650181615.811, '581632']","[1650181645.811, '581632']","[1650181675.811, '581632']","[1650181705.811, '581632']","[1650181735.811, '581632']","[1650181765.811, '581632']","[1650181795.811, '581632']","[1650181825.811, '581632']","[1650181855.811, '581632']","[1650181885.811, '585728']","[1650181915.811, '618496']","[1650181945.811, '618496']","[1650181975.811, '618496']","[1650182005.811, '618496']","[1650182035.811, '626688']","[1650182065.811, '626688']","[1650182095.811, '651264']","[1650182125.811, '667648']","[1650182155.811, '667648']","[1650182185.811, '667648']","[1650182215.811, '667648']","[1650182245.811, '667648']","[1650182275.811, '667648']","[1650182305.811, '667648']","[1650182335.811, '667648']","[1650182365.811, '667648']","[1650182395.811, '667648']","[1650182425.811, '667648']","[1650182455.811, '667648']","[1650182485.811, '667648']","[1650182515.811, '667648']","[1650182545.811, '667648']","[1650182575.811, '667648']","[1650182605.811, '667648']","[1650182635.811, '667648']","[1650182665.811, '667648']","[1650182695.811, '667648']","[1650182725.811, '667648']","[1650182755.811, '667648']","[1650182785.811, '667648']","[1650182815.811, '667648']","[1650182845.811, '667648']","[1650182875.811, '671744']","[1650182905.811, '671744']","[1650182935.811, '671744']","[1650182965.811, '671744']","[1650182995.811, '671744']","[1650183025.811, '671744']","[1650183055.811, '671744']","[1650183085.811, '696320']","[1650183115.811, '696320']","[1650183145.811, '696320']","[1650183175.811, '696320']","[1650183205.811, '696320']","[1650183235.811, '696320']","[1650183265.811, '696320']","[1650183295.811, '696320']","[1650183325.811, '696320']","[1650183355.811, '696320']","[1650183385.811, '696320']","[1650183415.811, '704512']","[1650183445.811, '704512']","[1650183475.811, '704512']","[1650183505.811, '704512']","[1650183535.811, '704512']","[1650183565.811, '704512']","[1650183595.811, '704512']","[1650183625.811, '704512']","[1650183655.811, '704512']","[1650183685.811, '704512']","[1650183715.811, '704512']","[1650183745.811, '704512']","[1650183775.811, '704512']","[1650183805.811, '704512']","[1650183835.811, '704512']","[1650183865.811, '704512']","[1650183895.811, '704512']","[1650183925.811, '704512']",calico-node,/dev/sdb,https-metrics,/kubepods/burstable/pod82bdda3d-7a43-4f42-b1d5-14b361a271d4/663dac2c8d383c19b9de9637aa5579ecc672fc31ad8352048508478391373257,docker.io/calico/node:v3.20.4,10.1.0.134:10250,kubelet,/metrics/cadvisor,663dac2c8d383c19b9de9637aa5579ecc672fc31ad8352048508478391373257,kube-system,fv-az105-598,calico-node-h2w8m,kubelet
container_fs_reads_bytes_total,"[1650180235.811, '0']","[1650180265.811, '0']","[1650180295.811, '0']","[1650180325.811, '0']","[1650180355.811, '0']","[1650180385.811, '0']","[1650180415.811, '0']","[1650180445.811, '0']","[1650180475.811, '0']","[1650180505.811, '0']","[1650180535.811, '0']","[1650180565.811, '0']","[1650180595.811, '0']","[1650180625.811, '0']","[1650180655.811, '0']","[1650180685.811, '0']","[1650180715.811, '0']","[1650180745.811, '0']","[1650180775.811, '0']","[1650180805.811, '0']","[1650180835.811, '0']","[1650180865.811, '0']","[1650180895.811, '0']","[1650180925.811, '0']","[1650180955.811, '0']","[1650180985.811, '0']","[1650181015.811, '0']","[1650181045.811, '0']","[1650181075.811, '0']","[1650181105.811, '0']","[1650181135.811, '0']","[1650181165.811, '0']","[1650181195.811, '0']","[1650181225.811, '0']","[1650181255.811, '0']","[1650181285.811, '0']","[1650181315.811, '0']","[1650181345.811, '0']","[1650181375.811, '0']","[1650181405.811, '0']","[1650181435.811, '0']","[1650181465.811, '0']","[1650181495.811, '0']","[1650181525.811, '0']","[1650181555.811, '0']","[1650181585.811, '0']","[1650181615.811, '0']","[1650181645.811, '0']","[1650181675.811, '0']","[1650181705.811, '0']","[1650181735.811, '0']","[1650181765.811, '0']","[1650181795.811, '0']","[1650181825.811, '0']","[1650181855.811, '0']","[1650181885.811, '0']","[1650181915.811, '0']","[1650181945.811, '0']","[1650181975.811, '0']","[1650182005.811, '0']","[1650182035.811, '0']","[1650182065.811, '0']","[1650182095.811, '0']","[1650182125.811, '0']","[1650182155.811, '0']","[1650182185.811, '0']","[1650182215.811, '0']","[1650182245.811, '0']","[1650182275.811, '0']","[1650182305.811, '0']","[1650182335.811, '0']","[1650182365.811, '0']","[1650182395.811, '0']","[1650182425.811, '0']","[1650182455.811, '0']","[1650182485.811, '0']","[1650182515.811, '0']","[1650182545.811, '0']","[1650182575.811, '0']","[1650182605.811, '0']","[1650182635.811, '0']","[1650182665.811, '0']","[1650182695.811, '0']","[1650182725.811, '0']","[1650182755.811, '0']","[1650182785.811, '0']","[1650182815.811, '0']","[1650182845.811, '0']","[1650182875.811, '0']","[1650182905.811, '0']","[1650182935.811, '0']","[1650182965.811, '0']","[1650182995.811, '0']","[1650183025.811, '0']","[1650183055.811, '0']","[1650183085.811, '0']","[1650183115.811, '0']","[1650183145.811, '0']","[1650183175.811, '0']","[1650183205.811, '0']","[1650183235.811, '0']","[1650183265.811, '0']","[1650183295.811, '0']","[1650183325.811, '0']","[1650183355.811, '0']","[1650183385.811, '0']","[1650183415.811, '0']","[1650183445.811, '0']","[1650183475.811, '0']","[1650183505.811, '0']","[1650183535.811, '0']","[1650183565.811, '0']","[1650183595.811, '0']","[1650183625.811, '0']","[1650183655.811, '0']","[1650183685.811, '0']","[1650183715.811, '0']","[1650183745.811, '0']","[1650183775.811, '0']","[1650183805.811, '0']","[1650183835.811, '0']","[1650183865.811, '0']","[1650183895.811, '0']","[1650183925.811, '0']",config-reloader,/dev/sda,https-metrics,/kubepods/burstable/pod17d93354-f4ee-4c10-beb6-38939087b72f/f5fd88f90c0f37d2419fbc90b94015b876bbabc587e71a5b70842fefde42f67d,quay.io/prometheus-operator/prometheus-config-reloader:v0.49.0,10.1.0.134:10250,kubelet,/metrics/cadvisor,f5fd88f90c0f37d2419fbc90b94015b876bbabc587e71a5b70842fefde42f67d,monitoring,fv-az105-598,prometheus-k8s-1,kubelet
container_fs_reads_bytes_total,"[1650180235.811, '0']","[1650180265.811, '0']","[1650180295.811, '0']","[1650180325.811, '0']","[1650180355.811, '0']","[1650180385.811, '0']","[1650180415.811, '0']","[1650180445.811, '0']","[1650180475.811, '0']","[1650180505.811, '0']","[1650180535.811, '0']","[1650180565.811, '0']","[1650180595.811, '0']","[1650180625.811, '0']","[1650180655.811, '0']","[1650180685.811, '0']","[1650180715.811, '0']","[1650180745.811, '0']","[1650180775.811, '0']","[1650180805.811, '0']","[1650180835.811, '0']","[1650180865.811, '0']","[1650180895.811, '0']","[1650180925.811, '0']","[1650180955.811, '0']","[1650180985.811, '0']","[1650181015.811, '0']","[1650181045.811, '0']","[1650181075.811, '0']","[1650181105.811, '0']","[1650181135.811, '0']","[1650181165.811, '0']","[1650181195.811, '0']","[1650181225.811, '0']","[1650181255.811, '0']","[1650181285.811, '0']","[1650181315.811, '0']","[1650181345.811, '0']","[1650181375.811, '0']","[1650181405.811, '0']","[1650181435.811, '0']","[1650181465.811, '0']","[1650181495.811, '0']","[1650181525.811, '0']","[1650181555.811, '0']","[1650181585.811, '0']","[1650181615.811, '0']","[1650181645.811, '0']","[1650181675.811, '0']","[1650181705.811, '0']","[1650181735.811, '0']","[1650181765.811, '0']","[1650181795.811, '0']","[1650181825.811, '0']","[1650181855.811, '0']","[1650181885.811, '0']","[1650181915.811, '0']","[1650181945.811, '0']","[1650181975.811, '0']","[1650182005.811, '0']","[1650182035.811, '0']","[1650182065.811, '0']","[1650182095.811, '0']","[1650182125.811, '0']","[1650182155.811, '0']","[1650182185.811, '0']","[1650182215.811, '0']","[1650182245.811, '0']","[1650182275.811, '0']","[1650182305.811, '0']","[1650182335.811, '0']","[1650182365.811, '0']","[1650182395.811, '0']","[1650182425.811, '0']","[1650182455.811, '0']","[1650182485.811, '0']","[1650182515.811, '0']","[1650182545.811, '0']","[1650182575.811, '0']","[1650182605.811, '0']","[1650182635.811, '0']","[1650182665.811, '0']","[1650182695.811, '0']","[1650182725.811, '0']","[1650182755.811, '0']","[1650182785.811, '0']","[1650182815.811, '0']","[1650182845.811, '0']","[1650182875.811, '0']","[1650182905.811, '0']","[1650182935.811, '0']","[1650182965.811, '0']","[1650182995.811, '0']","[1650183025.811, '0']","[1650183055.811, '0']","[1650183085.811, '0']","[1650183115.811, '0']","[1650183145.811, '0']","[1650183175.811, '0']","[1650183205.811, '0']","[1650183235.811, '0']","[1650183265.811, '0']","[1650183295.811, '0']","[1650183325.811, '0']","[1650183355.811, '0']","[1650183385.811, '0']","[1650183415.811, '0']","[1650183445.811, '0']","[1650183475.811, '0']","[1650183505.811, '0']","[1650183535.811, '0']","[1650183565.811, '0']","[1650183595.811, '0']","[1650183625.811, '0']","[1650183655.811, '0']","[1650183685.811, '0']","[1650183715.811, '0']","[1650183745.811, '0']","[1650183775.811, '0']","[1650183805.811, '0']","[1650183835.811, '0']","[1650183865.811, '0']","[1650183895.811, '0']","[1650183925.811, '0']",config-reloader,/dev/sda,https-metrics,/kubepods/burstable/pod5119968b-da5a-4c7b-ab8b-ff7c975b4def/d9af759eccff7055f789190dec69427120d460fb758bfd6446a159838f6c5d92,quay.io/prometheus-operator/prometheus-config-reloader:v0.49.0,10.1.0.134:10250,kubelet,/metrics/cadvisor,d9af759eccff7055f789190dec69427120d460fb758bfd6446a159838f6c5d92,monitoring,fv-az105-598,prometheus-k8s-0,kubelet
